196
4 9 1 65 67
4 65 27 72 67
4 27 144 120 72
4 144 102 14 120
4 102 42 191 14
4 42 154 109 191
4 154 110 150 109
4 89 124 19 134
4 19 113 85 134
4 113 171 82 85
4 171 16 108 82
4 16 174 195 108
4 174 150 35 195
4 150 110 29 35
4 1 189 25 65
4 25 74 27 65
4 74 104 144 27
4 104 141 102 144
4 141 3 42 102
4 3 159 154 42
4 159 75 110 154
4 75 153 29 110
4 180 89 134 114
4 134 85 64 114
4 85 82 54 64
4 82 108 40 54
4 108 195 70 40
4 195 35 24 70
4 35 29 166 24
4 29 153 165 166
4 189 187 137 25
4 137 37 74 25
4 37 45 104 74
4 45 57 141 104
4 57 48 3 141
4 48 167 159 3
4 167 43 75 159
4 43 142 153 75
4 142 96 165 153
4 106 180 114 62
4 114 64 105 62
4 64 54 51 105
4 54 40 99 51
4 40 70 41 99
4 70 24 91 41
4 24 166 143 91
4 166 165 193 143
4 165 96 132 193
4 187 190 156 137
4 156 116 37 137
4 116 79 45 37
4 79 10 57 45
4 10 11 48 57
4 11 4 167 48
4 4 97 43 167
4 97 58 142 43
4 58 60 96 142
4 60 185 132 96
4 177 106 62 56
4 62 105 63 56
4 105 51 133 63
4 51 99 0 133
4 99 41 103 0
4 41 91 181 103
4 91 143 52 181
4 143 193 77 52
4 193 132 84 77
4 132 185 147 84
4 190 184 179 156
4 179 68 116 156
4 68 44 79 116
4 44 140 10 79
4 140 176 11 10
4 176 15 4 11
4 15 50 97 4
4 50 87 58 97
4 87 168 60 58
4 168 162 185 60
4 162 88 147 185
4 178 177 56 112
4 56 63 30 112
4 63 133 115 30
4 133 0 119 115
4 0 103 13 119
4 103 181 73 13
4 181 52 173 73
4 52 77 31 173
4 77 84 145 31
4 84 147 149 145
4 147 88 172 149
4 184 23 157 179
4 157 49 68 179
4 49 161 44 68
4 161 182 140 44
4 182 92 176 140
4 92 129 15 176
4 129 46 50 15
4 46 61 87 50
4 61 81 168 87
4 81 34 162 168
4 34 194 88 162
4 194 5 172 88
4 127 80 178 112
4 130 127 112 30
4 135 130 30 115
4 139 135 115 119
4 17 139 119 13
4 93 17 13 73
4 98 93 73 173
4 101 98 173 31
4 47 101 31 145
4 158 47 145 149
4 55 158 149 172
4 59 55 172 5
4 157 23 32 192
4 49 157 192 151
4 161 49 151 169
4 182 161 169 148
4 92 182 148 186
4 129 92 186 8
4 46 129 8 125
4 61 46 125 6
4 81 61 6 39
4 34 81 39 21
4 194 34 21 36
4 5 194 36 155
4 53 59 5 155
1/13,0
0,1/13
1/13,1/13
1/13,0
1/13,1/13
1/13,1/13
0,1/13
0,0
0,1/13
1/13,1/13
1/13,1/13
1/13,0
0,0
0,1/13
1/13,1/13
0,1/13
1/13,0
0,0
1/13,0
0,0
1/13,0
0,1/13
1/13,1/13
1/13,1/13
1/13,0
1/13,0
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
1/13,1/13
0,1/13
0,1/13
1/13,1/13
1/13,1/13
0,0
0,1/13
0,0
0,0
1/13,0
0,1/13
0,0
0,0
0,0
0,0
1/13,0
0,0
0,0
1/13,1/13
0,0
0,1/13
0,0
0,0
0,0
0,0
0,0
0,1/13
1/13,1/13
1/13,0
1/13,0
1/13,1/13
0,1/13
1/13,0
1/13,0
0,0
0,1/13
1/13,0
0,1/13
0,0
0,0
0,0
1/13,1/13
1/13,1/13
1/13,1/13
1/13,0
0,1/13
1/13,0
1/13,1/13
1/13,0
1/13,0
1/13,0
0,1/13
1/13,1/13
0,0
1/13,1/13
1/13,1/13
0,1/13
0,0
1/13,1/13
0,1/13
1/13,1/13
1/13,0
1/13,0
0,1/13
1/13,0
0,0
1/13,0
0,0
1/13,1/13
1/13,1/13
1/13,0
0,1/13
0,0
1/13,0
1/13,1/13
1/13,1/13
0,1/13
1/13,1/13
1/13,1/13
0,0
0,1/13
0,1/13
1/13,0
0,0
0,1/13
1/13,1/13
0,0
0,1/13
1/13,1/13
1/13,0
0,1/13
0,1/13
1/13,1/13
1/13,0
0,0
1/13,1/13
0,0
0,0
1/13,1/13
1/13,0
0,0
0,1/13
0,0
0,1/13
0,0
1/13,0
0,0
1/13,1/13
1/13,0
0,1/13
1/13,1/13
0,1/13
0,1/13
0,0
0,1/13
1/13,0
1/13,0
0,1/13
1/13,1/13
1/13,0
0,1/13
0,1/13
1/13,1/13
0,1/13
0,1/13
1/13,0
1/13,0
1/13,0
1/13,1/13
1/13,0
1/13,0
0,1/13
0,0
0,1/13
1/13,0
0,0
0,1/13
0,0
0,0
1/13,0
0,0
0,1/13
0,1/13
0,0
1/13,0
0,0
1/13,0
1/13,1/13
0,0
1/13,0
1/13,0
1/13,1/13
1/13,1/13
0,1/13
1/13,1/13
0,0
0,1/13
1/13,0
1/13,1/13
1/13,1/13
1/13,0
0,0
1/13,1/13
1/13,0
0,1/13
